Day,Month,Year,Store,Dept,Type,IsHoliday,Weekly_Sales,Size
10,5,2013,4,97,1,0,,205863
10,5,2013,4,98,1,0,,205863
10,5,2013,4,99,1,0,,205863
10,5,2013,5,1,2,0,,34875
10,5,2013,5,2,2,0,,34875
10,5,2013,5,3,2,0,,34875
10,5,2013,5,4,2,0,,34875
10,5,2013,5,5,2,0,,34875
10,5,2013,5,6,2,0,,34875
10,5,2013,5,7,2,0,,34875
10,5,2013,5,8,2,0,,34875
10,5,2013,5,9,2,0,,34875
10,5,2013,5,10,2,0,,34875
10,5,2013,5,11,2,0,,34875
10,5,2013,5,12,2,0,,34875
10,5,2013,5,13,2,0,,34875
10,5,2013,5,14,2,0,,34875
10,5,2013,5,16,2,0,,34875
10,5,2013,5,17,2,0,,34875
10,5,2013,5,18,2,0,,34875
10,5,2013,5,19,2,0,,34875
10,5,2013,5,20,2,0,,34875
10,5,2013,5,21,2,0,,34875
10,5,2013,5,22,2,0,,34875
10,5,2013,5,23,2,0,,34875
10,5,2013,5,24,2,0,,34875
10,5,2013,5,25,2,0,,34875
10,5,2013,5,26,2,0,,34875
10,5,2013,5,27,2,0,,34875
10,5,2013,5,28,2,0,,34875
10,5,2013,5,29,2,0,,34875
10,5,2013,5,30,2,0,,34875
10,5,2013,5,31,2,0,,34875
10,5,2013,5,32,2,0,,34875
10,5,2013,5,33,2,0,,34875
10,5,2013,5,34,2,0,,34875
10,5,2013,5,35,2,0,,34875
10,5,2013,5,36,2,0,,34875
10,5,2013,5,38,2,0,,34875
10,5,2013,5,40,2,0,,34875
10,5,2013,5,41,2,0,,34875
10,5,2013,5,42,2,0,,34875
10,5,2013,5,44,2,0,,34875
10,5,2013,5,45,2,0,,34875
10,5,2013,5,46,2,0,,34875
10,5,2013,5,47,2,0,,34875
10,5,2013,5,49,2,0,,34875
10,5,2013,5,51,2,0,,34875
10,5,2013,5,52,2,0,,34875
10,5,2013,5,54,2,0,,34875
10,5,2013,5,55,2,0,,34875
10,5,2013,5,56,2,0,,34875
10,5,2013,5,58,2,0,,34875
10,5,2013,5,59,2,0,,34875
10,5,2013,5,60,2,0,,34875
10,5,2013,5,67,2,0,,34875
10,5,2013,5,71,2,0,,34875
10,5,2013,5,72,2,0,,34875
10,5,2013,5,74,2,0,,34875
10,5,2013,5,77,2,0,,34875
10,5,2013,5,78,2,0,,34875
10,5,2013,5,79,2,0,,34875
10,5,2013,5,80,2,0,,34875
10,5,2013,5,81,2,0,,34875
10,5,2013,5,82,2,0,,34875
10,5,2013,5,85,2,0,,34875
10,5,2013,5,87,2,0,,34875
10,5,2013,5,90,2,0,,34875
10,5,2013,5,91,2,0,,34875
10,5,2013,5,92,2,0,,34875
10,5,2013,5,94,2,0,,34875
10,5,2013,5,95,2,0,,34875
10,5,2013,5,96,2,0,,34875
10,5,2013,5,97,2,0,,34875
10,5,2013,5,98,2,0,,34875
10,5,2013,6,1,1,0,,202505
10,5,2013,6,2,1,0,,202505
10,5,2013,6,3,1,0,,202505
10,5,2013,6,4,1,0,,202505
10,5,2013,6,5,1,0,,202505
10,5,2013,6,6,1,0,,202505
10,5,2013,6,7,1,0,,202505
10,5,2013,6,8,1,0,,202505
10,5,2013,6,9,1,0,,202505
10,5,2013,6,10,1,0,,202505
10,5,2013,6,11,1,0,,202505
10,5,2013,6,12,1,0,,202505
10,5,2013,6,13,1,0,,202505
10,5,2013,6,14,1,0,,202505
10,5,2013,6,16,1,0,,202505
10,5,2013,6,17,1,0,,202505
10,5,2013,6,18,1,0,,202505
10,5,2013,6,19,1,0,,202505
10,5,2013,6,20,1,0,,202505
10,5,2013,6,21,1,0,,202505
10,5,2013,6,22,1,0,,202505
10,5,2013,6,23,1,0,,202505
10,5,2013,6,24,1,0,,202505
10,5,2013,6,25,1,0,,202505
10,5,2013,6,26,1,0,,202505
10,5,2013,6,27,1,0,,202505
10,5,2013,6,28,1,0,,202505
10,5,2013,6,29,1,0,,202505
10,5,2013,6,30,1,0,,202505
10,5,2013,6,31,1,0,,202505
10,5,2013,6,32,1,0,,202505
10,5,2013,6,33,1,0,,202505
10,5,2013,6,34,1,0,,202505
10,5,2013,6,35,1,0,,202505
10,5,2013,6,36,1,0,,202505
10,5,2013,6,37,1,0,,202505
10,5,2013,6,38,1,0,,202505
10,5,2013,6,40,1,0,,202505
10,5,2013,6,41,1,0,,202505
10,5,2013,6,42,1,0,,202505
10,5,2013,6,44,1,0,,202505
10,5,2013,6,45,1,0,,202505
10,5,2013,6,46,1,0,,202505
10,5,2013,6,47,1,0,,202505
10,5,2013,6,48,1,0,,202505
10,5,2013,6,49,1,0,,202505
10,5,2013,6,51,1,0,,202505
10,5,2013,6,52,1,0,,202505
10,5,2013,6,54,1,0,,202505
10,5,2013,6,55,1,0,,202505
10,5,2013,6,56,1,0,,202505
10,5,2013,6,58,1,0,,202505
10,5,2013,6,59,1,0,,202505
10,5,2013,6,60,1,0,,202505
10,5,2013,6,67,1,0,,202505
10,5,2013,6,71,1,0,,202505
10,5,2013,6,72,1,0,,202505
10,5,2013,6,74,1,0,,202505
10,5,2013,6,77,1,0,,202505
10,5,2013,6,78,1,0,,202505
10,5,2013,6,79,1,0,,202505
10,5,2013,6,80,1,0,,202505
10,5,2013,6,81,1,0,,202505
10,5,2013,6,82,1,0,,202505
10,5,2013,6,83,1,0,,202505
10,5,2013,6,85,1,0,,202505
10,5,2013,6,87,1,0,,202505
10,5,2013,6,90,1,0,,202505
10,5,2013,6,91,1,0,,202505
10,5,2013,6,92,1,0,,202505
10,5,2013,6,93,1,0,,202505
10,5,2013,6,94,1,0,,202505
10,5,2013,6,95,1,0,,202505
10,5,2013,6,96,1,0,,202505
10,5,2013,6,97,1,0,,202505
10,5,2013,6,98,1,0,,202505
10,5,2013,6,99,1,0,,202505
10,5,2013,7,1,2,0,,70713
10,5,2013,7,2,2,0,,70713
10,5,2013,7,3,2,0,,70713
10,5,2013,7,4,2,0,,70713
10,5,2013,7,5,2,0,,70713
10,5,2013,7,6,2,0,,70713
10,5,2013,7,7,2,0,,70713
10,5,2013,7,8,2,0,,70713
10,5,2013,7,9,2,0,,70713
10,5,2013,7,10,2,0,,70713
10,5,2013,7,11,2,0,,70713
10,5,2013,7,12,2,0,,70713
10,5,2013,7,13,2,0,,70713
10,5,2013,7,14,2,0,,70713
10,5,2013,7,16,2,0,,70713
10,5,2013,7,17,2,0,,70713
10,5,2013,7,18,2,0,,70713
10,5,2013,7,19,2,0,,70713
10,5,2013,7,20,2,0,,70713
10,5,2013,7,21,2,0,,70713
10,5,2013,7,22,2,0,,70713
10,5,2013,7,23,2,0,,70713
10,5,2013,7,24,2,0,,70713
10,5,2013,7,25,2,0,,70713
10,5,2013,7,26,2,0,,70713
10,5,2013,7,27,2,0,,70713
10,5,2013,7,28,2,0,,70713
10,5,2013,7,29,2,0,,70713
10,5,2013,7,30,2,0,,70713
10,5,2013,7,31,2,0,,70713
10,5,2013,7,32,2,0,,70713
10,5,2013,7,33,2,0,,70713
10,5,2013,7,34,2,0,,70713
10,5,2013,7,35,2,0,,70713
10,5,2013,7,36,2,0,,70713
10,5,2013,7,38,2,0,,70713
10,5,2013,7,40,2,0,,70713
10,5,2013,7,41,2,0,,70713
10,5,2013,7,42,2,0,,70713
10,5,2013,7,44,2,0,,70713
10,5,2013,7,45,2,0,,70713
10,5,2013,7,46,2,0,,70713
10,5,2013,7,47,2,0,,70713
10,5,2013,7,48,2,0,,70713
10,5,2013,7,49,2,0,,70713
10,5,2013,7,51,2,0,,70713
10,5,2013,7,52,2,0,,70713
10,5,2013,7,54,2,0,,70713
10,5,2013,7,55,2,0,,70713
10,5,2013,7,56,2,0,,70713
10,5,2013,7,58,2,0,,70713
10,5,2013,7,59,2,0,,70713
10,5,2013,7,60,2,0,,70713
10,5,2013,7,67,2,0,,70713
10,5,2013,7,71,2,0,,70713
10,5,2013,7,72,2,0,,70713
10,5,2013,7,74,2,0,,70713
10,5,2013,7,77,2,0,,70713
10,5,2013,7,78,2,0,,70713
10,5,2013,7,79,2,0,,70713
10,5,2013,7,80,2,0,,70713
10,5,2013,7,81,2,0,,70713
10,5,2013,7,82,2,0,,70713
10,5,2013,7,83,2,0,,70713
10,5,2013,7,85,2,0,,70713
10,5,2013,7,87,2,0,,70713
10,5,2013,7,90,2,0,,70713
10,5,2013,7,91,2,0,,70713
10,5,2013,7,92,2,0,,70713
10,5,2013,7,93,2,0,,70713
10,5,2013,7,94,2,0,,70713
10,5,2013,7,95,2,0,,70713
10,5,2013,7,96,2,0,,70713
10,5,2013,7,97,2,0,,70713
10,5,2013,7,98,2,0,,70713
10,5,2013,7,99,2,0,,70713
10,5,2013,8,1,1,0,,155078
10,5,2013,8,2,1,0,,155078
10,5,2013,8,3,1,0,,155078
10,5,2013,8,4,1,0,,155078
10,5,2013,8,5,1,0,,155078
10,5,2013,8,6,1,0,,155078
10,5,2013,8,7,1,0,,155078
10,5,2013,8,8,1,0,,155078
10,5,2013,8,9,1,0,,155078
10,5,2013,8,10,1,0,,155078
10,5,2013,8,11,1,0,,155078
10,5,2013,8,12,1,0,,155078
10,5,2013,8,13,1,0,,155078
10,5,2013,8,14,1,0,,155078
10,5,2013,8,16,1,0,,155078
10,5,2013,8,17,1,0,,155078
10,5,2013,8,18,1,0,,155078
10,5,2013,8,19,1,0,,155078
10,5,2013,8,20,1,0,,155078
10,5,2013,8,21,1,0,,155078
10,5,2013,8,22,1,0,,155078
10,5,2013,8,23,1,0,,155078
10,5,2013,8,24,1,0,,155078
10,5,2013,8,25,1,0,,155078
10,5,2013,8,26,1,0,,155078
10,5,2013,8,27,1,0,,155078
10,5,2013,8,28,1,0,,155078
10,5,2013,8,29,1,0,,155078
10,5,2013,8,30,1,0,,155078
10,5,2013,8,31,1,0,,155078
10,5,2013,8,32,1,0,,155078
10,5,2013,8,33,1,0,,155078
10,5,2013,8,34,1,0,,155078
10,5,2013,8,35,1,0,,155078
10,5,2013,8,36,1,0,,155078
10,5,2013,8,37,1,0,,155078
10,5,2013,8,38,1,0,,155078
10,5,2013,8,40,1,0,,155078
10,5,2013,8,41,1,0,,155078
10,5,2013,8,42,1,0,,155078
10,5,2013,8,44,1,0,,155078
10,5,2013,8,45,1,0,,155078
10,5,2013,8,46,1,0,,155078
10,5,2013,8,47,1,0,,155078
10,5,2013,8,49,1,0,,155078
10,5,2013,8,51,1,0,,155078
10,5,2013,8,52,1,0,,155078
10,5,2013,8,54,1,0,,155078
10,5,2013,8,55,1,0,,155078
10,5,2013,8,56,1,0,,155078
10,5,2013,8,58,1,0,,155078
10,5,2013,8,59,1,0,,155078
10,5,2013,8,60,1,0,,155078
10,5,2013,8,67,1,0,,155078
10,5,2013,8,71,1,0,,155078
10,5,2013,8,72,1,0,,155078
10,5,2013,8,74,1,0,,155078
10,5,2013,8,77,1,0,,155078
10,5,2013,8,78,1,0,,155078
10,5,2013,8,79,1,0,,155078
10,5,2013,8,80,1,0,,155078
10,5,2013,8,81,1,0,,155078
10,5,2013,8,82,1,0,,155078
10,5,2013,8,83,1,0,,155078
10,5,2013,8,85,1,0,,155078
10,5,2013,8,87,1,0,,155078
10,5,2013,8,90,1,0,,155078
10,5,2013,8,91,1,0,,155078
10,5,2013,8,92,1,0,,155078
10,5,2013,8,93,1,0,,155078
10,5,2013,8,94,1,0,,155078
10,5,2013,8,95,1,0,,155078
10,5,2013,8,96,1,0,,155078
10,5,2013,8,97,1,0,,155078
10,5,2013,8,98,1,0,,155078
10,5,2013,8,99,1,0,,155078
10,5,2013,9,1,2,0,,125833
10,5,2013,9,2,2,0,,125833
10,5,2013,9,3,2,0,,125833
10,5,2013,9,4,2,0,,125833
10,5,2013,9,5,2,0,,125833
10,5,2013,9,6,2,0,,125833
10,5,2013,9,7,2,0,,125833
10,5,2013,9,8,2,0,,125833
10,5,2013,9,9,2,0,,125833
10,5,2013,9,10,2,0,,125833
10,5,2013,9,11,2,0,,125833
10,5,2013,9,12,2,0,,125833
10,5,2013,9,13,2,0,,125833
10,5,2013,9,14,2,0,,125833
10,5,2013,9,16,2,0,,125833
10,5,2013,9,17,2,0,,125833
10,5,2013,9,18,2,0,,125833
10,5,2013,9,19,2,0,,125833
10,5,2013,9,20,2,0,,125833
10,5,2013,9,21,2,0,,125833
10,5,2013,9,22,2,0,,125833
10,5,2013,9,23,2,0,,125833
10,5,2013,9,24,2,0,,125833
10,5,2013,9,25,2,0,,125833
10,5,2013,9,26,2,0,,125833
10,5,2013,9,27,2,0,,125833
10,5,2013,9,28,2,0,,125833
10,5,2013,9,29,2,0,,125833
10,5,2013,9,30,2,0,,125833
10,5,2013,9,31,2,0,,125833
10,5,2013,9,32,2,0,,125833
10,5,2013,9,33,2,0,,125833
10,5,2013,9,34,2,0,,125833
10,5,2013,9,35,2,0,,125833
10,5,2013,9,36,2,0,,125833
10,5,2013,9,38,2,0,,125833
10,5,2013,9,40,2,0,,125833
10,5,2013,9,41,2,0,,125833
10,5,2013,9,42,2,0,,125833
10,5,2013,9,44,2,0,,125833
10,5,2013,9,45,2,0,,125833
10,5,2013,9,46,2,0,,125833
10,5,2013,9,47,2,0,,125833
10,5,2013,9,48,2,0,,125833
10,5,2013,9,49,2,0,,125833
10,5,2013,9,51,2,0,,125833
10,5,2013,9,52,2,0,,125833
10,5,2013,9,54,2,0,,125833
10,5,2013,9,55,2,0,,125833
10,5,2013,9,56,2,0,,125833
10,5,2013,9,59,2,0,,125833
10,5,2013,9,60,2,0,,125833
10,5,2013,9,67,2,0,,125833
10,5,2013,9,71,2,0,,125833
10,5,2013,9,72,2,0,,125833
10,5,2013,9,74,2,0,,125833
10,5,2013,9,77,2,0,,125833
10,5,2013,9,78,2,0,,125833
10,5,2013,9,79,2,0,,125833
10,5,2013,9,80,2,0,,125833
10,5,2013,9,81,2,0,,125833
10,5,2013,9,82,2,0,,125833
10,5,2013,9,85,2,0,,125833
10,5,2013,9,87,2,0,,125833
10,5,2013,9,90,2,0,,125833
10,5,2013,9,91,2,0,,125833
10,5,2013,9,92,2,0,,125833
10,5,2013,9,93,2,0,,125833
10,5,2013,9,94,2,0,,125833
10,5,2013,9,95,2,0,,125833
10,5,2013,9,96,2,0,,125833
10,5,2013,9,97,2,0,,125833
10,5,2013,9,98,2,0,,125833
10,5,2013,10,1,2,0,,126512
10,5,2013,10,2,2,0,,126512
10,5,2013,10,3,2,0,,126512
10,5,2013,10,4,2,0,,126512
10,5,2013,10,5,2,0,,126512
10,5,2013,10,6,2,0,,126512
10,5,2013,10,7,2,0,,126512
10,5,2013,10,8,2,0,,126512
10,5,2013,10,9,2,0,,126512
10,5,2013,10,10,2,0,,126512
10,5,2013,10,11,2,0,,126512
10,5,2013,10,12,2,0,,126512
10,5,2013,10,13,2,0,,126512
10,5,2013,10,14,2,0,,126512
10,5,2013,10,16,2,0,,126512
10,5,2013,10,17,2,0,,126512
10,5,2013,10,18,2,0,,126512
10,5,2013,10,19,2,0,,126512
10,5,2013,10,20,2,0,,126512
10,5,2013,10,21,2,0,,126512
10,5,2013,10,22,2,0,,126512
10,5,2013,10,23,2,0,,126512
10,5,2013,10,24,2,0,,126512
10,5,2013,10,25,2,0,,126512
10,5,2013,10,26,2,0,,126512
10,5,2013,10,27,2,0,,126512
10,5,2013,10,28,2,0,,126512
10,5,2013,10,29,2,0,,126512
10,5,2013,10,30,2,0,,126512
10,5,2013,10,31,2,0,,126512
10,5,2013,10,32,2,0,,126512
10,5,2013,10,33,2,0,,126512
10,5,2013,10,34,2,0,,126512
10,5,2013,10,35,2,0,,126512
10,5,2013,10,36,2,0,,126512
10,5,2013,10,37,2,0,,126512
10,5,2013,10,38,2,0,,126512
10,5,2013,10,40,2,0,,126512
10,5,2013,10,41,2,0,,126512
10,5,2013,10,42,2,0,,126512
10,5,2013,10,44,2,0,,126512
10,5,2013,10,45,2,0,,126512
10,5,2013,10,46,2,0,,126512
10,5,2013,10,47,2,0,,126512
10,5,2013,10,48,2,0,,126512
10,5,2013,10,49,2,0,,126512
10,5,2013,10,50,2,0,,126512
10,5,2013,10,51,2,0,,126512
10,5,2013,10,52,2,0,,126512
10,5,2013,10,54,2,0,,126512
10,5,2013,10,55,2,0,,126512
10,5,2013,10,56,2,0,,126512
10,5,2013,10,58,2,0,,126512
10,5,2013,10,59,2,0,,126512
10,5,2013,10,60,2,0,,126512
10,5,2013,10,67,2,0,,126512
10,5,2013,10,71,2,0,,126512
10,5,2013,10,72,2,0,,126512
10,5,2013,10,74,2,0,,126512
10,5,2013,10,77,2,0,,126512
10,5,2013,10,78,2,0,,126512
10,5,2013,10,79,2,0,,126512
10,5,2013,10,80,2,0,,126512
10,5,2013,10,81,2,0,,126512
10,5,2013,10,82,2,0,,126512
10,5,2013,10,83,2,0,,126512
10,5,2013,10,85,2,0,,126512
10,5,2013,10,87,2,0,,126512
10,5,2013,10,90,2,0,,126512
10,5,2013,10,91,2,0,,126512
10,5,2013,10,92,2,0,,126512
10,5,2013,10,93,2,0,,126512
10,5,2013,10,94,2,0,,126512
10,5,2013,10,95,2,0,,126512
10,5,2013,10,96,2,0,,126512
10,5,2013,10,97,2,0,,126512
10,5,2013,10,98,2,0,,126512
10,5,2013,11,1,1,0,,207499
10,5,2013,11,2,1,0,,207499
10,5,2013,11,3,1,0,,207499
10,5,2013,11,4,1,0,,207499
10,5,2013,11,5,1,0,,207499
10,5,2013,11,6,1,0,,207499
10,5,2013,11,7,1,0,,207499
10,5,2013,11,8,1,0,,207499
10,5,2013,11,9,1,0,,207499
10,5,2013,11,10,1,0,,207499
10,5,2013,11,11,1,0,,207499
10,5,2013,11,12,1,0,,207499
10,5,2013,11,13,1,0,,207499
10,5,2013,11,14,1,0,,207499
10,5,2013,11,16,1,0,,207499
10,5,2013,11,17,1,0,,207499
10,5,2013,11,18,1,0,,207499
10,5,2013,11,19,1,0,,207499
10,5,2013,11,20,1,0,,207499
10,5,2013,11,21,1,0,,207499
10,5,2013,11,22,1,0,,207499
10,5,2013,11,23,1,0,,207499
10,5,2013,11,24,1,0,,207499
10,5,2013,11,25,1,0,,207499
10,5,2013,11,26,1,0,,207499
10,5,2013,11,27,1,0,,207499
10,5,2013,11,28,1,0,,207499
10,5,2013,11,29,1,0,,207499
10,5,2013,11,30,1,0,,207499
10,5,2013,11,31,1,0,,207499
10,5,2013,11,32,1,0,,207499
10,5,2013,11,33,1,0,,207499
10,5,2013,11,34,1,0,,207499
10,5,2013,11,35,1,0,,207499
10,5,2013,11,36,1,0,,207499
10,5,2013,11,37,1,0,,207499
10,5,2013,11,38,1,0,,207499
10,5,2013,11,40,1,0,,207499
10,5,2013,11,41,1,0,,207499
10,5,2013,11,42,1,0,,207499
10,5,2013,11,44,1,0,,207499
10,5,2013,11,45,1,0,,207499
10,5,2013,11,46,1,0,,207499
10,5,2013,11,47,1,0,,207499
10,5,2013,11,48,1,0,,207499
10,5,2013,11,49,1,0,,207499
10,5,2013,11,50,1,0,,207499
10,5,2013,11,51,1,0,,207499
10,5,2013,11,52,1,0,,207499
10,5,2013,11,54,1,0,,207499
10,5,2013,11,55,1,0,,207499
10,5,2013,11,56,1,0,,207499
10,5,2013,11,58,1,0,,207499
10,5,2013,11,59,1,0,,207499
10,5,2013,11,60,1,0,,207499
10,5,2013,11,67,1,0,,207499
10,5,2013,11,71,1,0,,207499
10,5,2013,11,72,1,0,,207499
10,5,2013,11,74,1,0,,207499
10,5,2013,11,77,1,0,,207499
10,5,2013,11,78,1,0,,207499
10,5,2013,11,79,1,0,,207499
10,5,2013,11,80,1,0,,207499
10,5,2013,11,81,1,0,,207499
10,5,2013,11,82,1,0,,207499
10,5,2013,11,83,1,0,,207499
10,5,2013,11,85,1,0,,207499
10,5,2013,11,87,1,0,,207499
10,5,2013,11,90,1,0,,207499
10,5,2013,11,91,1,0,,207499
10,5,2013,11,92,1,0,,207499
10,5,2013,11,93,1,0,,207499
10,5,2013,11,94,1,0,,207499
10,5,2013,11,95,1,0,,207499
10,5,2013,11,96,1,0,,207499
10,5,2013,11,97,1,0,,207499
10,5,2013,11,98,1,0,,207499
10,5,2013,11,99,1,0,,207499
10,5,2013,12,1,2,0,,112238
10,5,2013,12,2,2,0,,112238
10,5,2013,12,3,2,0,,112238
10,5,2013,12,4,2,0,,112238
10,5,2013,12,5,2,0,,112238
10,5,2013,12,6,2,0,,112238
10,5,2013,12,7,2,0,,112238
10,5,2013,12,8,2,0,,112238
10,5,2013,12,9,2,0,,112238
10,5,2013,12,10,2,0,,112238
10,5,2013,12,11,2,0,,112238
10,5,2013,12,12,2,0,,112238
10,5,2013,12,13,2,0,,112238
10,5,2013,12,14,2,0,,112238
10,5,2013,12,16,2,0,,112238
10,5,2013,12,17,2,0,,112238
10,5,2013,12,18,2,0,,112238
10,5,2013,12,19,2,0,,112238
10,5,2013,12,20,2,0,,112238
10,5,2013,12,21,2,0,,112238
10,5,2013,12,22,2,0,,112238
10,5,2013,12,23,2,0,,112238
10,5,2013,12,24,2,0,,112238
10,5,2013,12,25,2,0,,112238
10,5,2013,12,26,2,0,,112238
10,5,2013,12,27,2,0,,112238
10,5,2013,12,28,2,0,,112238
10,5,2013,12,29,2,0,,112238
10,5,2013,12,30,2,0,,112238
10,5,2013,12,31,2,0,,112238
10,5,2013,12,32,2,0,,112238
10,5,2013,12,33,2,0,,112238
10,5,2013,12,34,2,0,,112238
10,5,2013,12,35,2,0,,112238
10,5,2013,12,36,2,0,,112238
10,5,2013,12,38,2,0,,112238
10,5,2013,12,40,2,0,,112238
10,5,2013,12,41,2,0,,112238
10,5,2013,12,42,2,0,,112238
10,5,2013,12,44,2,0,,112238
10,5,2013,12,45,2,0,,112238
10,5,2013,12,46,2,0,,112238
10,5,2013,12,47,2,0,,112238
10,5,2013,12,49,2,0,,112238
10,5,2013,12,51,2,0,,112238
10,5,2013,12,52,2,0,,112238
10,5,2013,12,54,2,0,,112238
10,5,2013,12,55,2,0,,112238
10,5,2013,12,56,2,0,,112238
10,5,2013,12,58,2,0,,112238
10,5,2013,12,59,2,0,,112238
10,5,2013,12,60,2,0,,112238
10,5,2013,12,67,2,0,,112238
10,5,2013,12,71,2,0,,112238
10,5,2013,12,72,2,0,,112238
10,5,2013,12,74,2,0,,112238
10,5,2013,12,77,2,0,,112238
10,5,2013,12,78,2,0,,112238
10,5,2013,12,79,2,0,,112238
10,5,2013,12,80,2,0,,112238
10,5,2013,12,81,2,0,,112238
10,5,2013,12,82,2,0,,112238
10,5,2013,12,83,2,0,,112238
10,5,2013,12,85,2,0,,112238
10,5,2013,12,87,2,0,,112238
10,5,2013,12,90,2,0,,112238
10,5,2013,12,91,2,0,,112238
10,5,2013,12,92,2,0,,112238
10,5,2013,12,93,2,0,,112238
10,5,2013,12,94,2,0,,112238
10,5,2013,12,95,2,0,,112238
10,5,2013,12,96,2,0,,112238
10,5,2013,12,97,2,0,,112238
10,5,2013,12,98,2,0,,112238
10,5,2013,12,99,2,0,,112238
10,5,2013,13,1,1,0,,219622
10,5,2013,13,2,1,0,,219622
10,5,2013,13,3,1,0,,219622
10,5,2013,13,4,1,0,,219622
10,5,2013,13,5,1,0,,219622
10,5,2013,13,6,1,0,,219622
10,5,2013,13,7,1,0,,219622
10,5,2013,13,8,1,0,,219622
10,5,2013,13,9,1,0,,219622
10,5,2013,13,10,1,0,,219622
10,5,2013,13,11,1,0,,219622
10,5,2013,13,12,1,0,,219622
10,5,2013,13,13,1,0,,219622
10,5,2013,13,14,1,0,,219622
10,5,2013,13,16,1,0,,219622
10,5,2013,13,17,1,0,,219622
10,5,2013,13,18,1,0,,219622
10,5,2013,13,19,1,0,,219622
10,5,2013,13,20,1,0,,219622
10,5,2013,13,21,1,0,,219622
10,5,2013,13,22,1,0,,219622
10,5,2013,13,23,1,0,,219622
10,5,2013,13,24,1,0,,219622
10,5,2013,13,25,1,0,,219622
10,5,2013,13,26,1,0,,219622
10,5,2013,13,27,1,0,,219622
10,5,2013,13,28,1,0,,219622
10,5,2013,13,29,1,0,,219622
10,5,2013,13,30,1,0,,219622
10,5,2013,13,31,1,0,,219622
10,5,2013,13,32,1,0,,219622
10,5,2013,13,33,1,0,,219622
10,5,2013,13,34,1,0,,219622
10,5,2013,13,35,1,0,,219622
10,5,2013,13,36,1,0,,219622
10,5,2013,13,37,1,0,,219622
10,5,2013,13,38,1,0,,219622
10,5,2013,13,40,1,0,,219622
10,5,2013,13,41,1,0,,219622
10,5,2013,13,42,1,0,,219622
10,5,2013,13,43,1,0,,219622
10,5,2013,13,44,1,0,,219622
10,5,2013,13,45,1,0,,219622
10,5,2013,13,46,1,0,,219622
10,5,2013,13,47,1,0,,219622
10,5,2013,13,48,1,0,,219622
10,5,2013,13,49,1,0,,219622
10,5,2013,13,50,1,0,,219622
10,5,2013,13,51,1,0,,219622
10,5,2013,13,52,1,0,,219622
10,5,2013,13,54,1,0,,219622
10,5,2013,13,55,1,0,,219622
10,5,2013,13,56,1,0,,219622
10,5,2013,13,58,1,0,,219622
10,5,2013,13,59,1,0,,219622
10,5,2013,13,60,1,0,,219622
10,5,2013,13,67,1,0,,219622
10,5,2013,13,71,1,0,,219622
10,5,2013,13,72,1,0,,219622
10,5,2013,13,74,1,0,,219622
10,5,2013,13,77,1,0,,219622
10,5,2013,13,78,1,0,,219622
10,5,2013,13,79,1,0,,219622
10,5,2013,13,80,1,0,,219622
10,5,2013,13,81,1,0,,219622
10,5,2013,13,82,1,0,,219622
10,5,2013,13,83,1,0,,219622
10,5,2013,13,85,1,0,,219622
10,5,2013,13,87,1,0,,219622
10,5,2013,13,90,1,0,,219622
10,5,2013,13,91,1,0,,219622
10,5,2013,13,92,1,0,,219622
10,5,2013,13,93,1,0,,219622
10,5,2013,13,94,1,0,,219622
10,5,2013,13,95,1,0,,219622
10,5,2013,13,96,1,0,,219622
10,5,2013,13,97,1,0,,219622
10,5,2013,13,98,1,0,,219622
10,5,2013,13,99,1,0,,219622
10,5,2013,14,1,1,0,,200898
10,5,2013,14,2,1,0,,200898
10,5,2013,14,3,1,0,,200898
10,5,2013,14,4,1,0,,200898
10,5,2013,14,5,1,0,,200898
10,5,2013,14,6,1,0,,200898
10,5,2013,14,7,1,0,,200898
10,5,2013,14,8,1,0,,200898
10,5,2013,14,9,1,0,,200898
10,5,2013,14,10,1,0,,200898
10,5,2013,14,11,1,0,,200898
10,5,2013,14,12,1,0,,200898
10,5,2013,14,13,1,0,,200898
10,5,2013,14,14,1,0,,200898
10,5,2013,14,16,1,0,,200898
10,5,2013,14,17,1,0,,200898
10,5,2013,14,18,1,0,,200898
10,5,2013,14,19,1,0,,200898
10,5,2013,14,20,1,0,,200898
10,5,2013,14,21,1,0,,200898
10,5,2013,14,22,1,0,,200898
10,5,2013,14,23,1,0,,200898
10,5,2013,14,24,1,0,,200898
10,5,2013,14,25,1,0,,200898
10,5,2013,14,26,1,0,,200898
10,5,2013,14,27,1,0,,200898
10,5,2013,14,28,1,0,,200898
10,5,2013,14,29,1,0,,200898
10,5,2013,14,30,1,0,,200898
10,5,2013,14,31,1,0,,200898
10,5,2013,14,32,1,0,,200898
10,5,2013,14,33,1,0,,200898
10,5,2013,14,34,1,0,,200898
10,5,2013,14,35,1,0,,200898
10,5,2013,14,36,1,0,,200898
10,5,2013,14,38,1,0,,200898
10,5,2013,14,40,1,0,,200898
10,5,2013,14,41,1,0,,200898
10,5,2013,14,42,1,0,,200898
10,5,2013,14,43,1,0,,200898
10,5,2013,14,44,1,0,,200898
10,5,2013,14,45,1,0,,200898
10,5,2013,14,46,1,0,,200898
10,5,2013,14,47,1,0,,200898
10,5,2013,14,49,1,0,,200898
10,5,2013,14,50,1,0,,200898
10,5,2013,14,51,1,0,,200898
10,5,2013,14,52,1,0,,200898
